File Path,File Size,Creation Time,Last Modification Time,Last Access Time,Is Hidden
example.jpg,137001 bytes,Fri Oct  4 11:13:57 2024,Tue Jul 13 18:49:56 2021,Mon Oct  7 14:48:54 2024,False
